meeting_id,tot,n,dm_enum,dm_closing,dm_conn,li_aizuchi,li_understand,conf_request,conf_report,su_proposal,su_hedged,su_risk,info,listen,conf,speakup,y_weak
tv046,16.46,3,0.0,0.0,0.0,0.0,0.7059538274605104,0.0,0.0,0.0,0.0,0.0,0.24089660691648035,0.9943186938471683,0.5,0.5,0.5588038251909122
tv047,8.42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.24089660691648035,0.5,0.5,0.999997054789799,0.5602234154265698
tv048,44.7,14,0.0,0.0,0.07919463087248328,0.019239373601789695,0.06666666666666675,0.0,0.0,0.0,0.0,0.0,0.5645625089987539,0.9999978130321572,0.5,0.5,0.6411400805077277
tv049,43.0,13,0.0,0.0,0.2790697674418603,0.016744186046511764,0.0,0.0,0.10232558139534881,0.0,0.0,0.0,0.6076040908673526,0.9996173915459167,0.9996931558402029,0.5,0.776728659563368
tv050,141.24,28,0.010478617955253459,0.0,0.03540073633531577,0.002548853016142731,0.0,0.0,0.05041064854148967,0.0,0.011469838572642293,0.041064854148966275,0.9996320343701716,0.21781459257129543,0.9996931558402029,0.22374901743842796,0.6102222000550245
tv051,41.300000000000004,9,0.0,0.0,0.0,0.0,0.06392251815980632,0.0,0.15641646489104113,0.0,0.0,0.0,0.24089660691648035,0.9943186938471683,0.9996931558402029,0.5,0.6837271141509629
tv052,57.18,17,0.12766701643931447,0.0,0.10842952081147253,0.0,0.0,0.0,0.0,0.1133263378803777,0.0,0.0,0.9999974315610957,0.004088839685969286,0.5,0.9990544762652799,0.6257851868780862
tv053,43.6,12,0.16880733944954135,0.0,0.41330275229357805,0.0,0.0,0.0,0.09541284403669734,0.0,0.09311926605504586,0.0,0.9999978494011043,0.5,0.9996931558402029,0.8684381255758293,0.8420322827042841
tv054,85.14,21,0.0,0.0,0.16549213060840973,0.0,0.0,0.0,0.04580690627202255,0.0,0.0,0.0,0.3387673778533657,0.004088839685969286,0.9996931558402029,0.00888593683645558,0.3378588275539984
tv055,7.44,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15053763440860216,0.24089660691648035,0.5,0.5,0.9822077777448291,0.5557760961653274
tv056,278.01,73,0.030286680335239836,0.0,0.06352289485989718,0.009568001151037618,0.027768785295492964,0.018704363152404587,0.016402287687493265,0.010719038883493466,0.0,0.0711485198374159,0.9996320343701716,0.9990385635898675,0.9749257880503758,0.9981947518486949,0.9929477844647774
tv057,35.78,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041363890441588,0.0,0.05701509223029623,0.24089660691648035,0.5,0.5,0.999997054789799,0.5602234154265698
tv058,295.55,43,0.0,0.0,0.09399424801218059,0.06469294535611574,0.07538487565555739,0.0,0.018744713246489592,0.0,0.0,0.0,0.5118624152730179,0.9999978130321572,0.581204772372965,0.004521877866023084,0.5243967196360408
tv059,64.27,12,0.0,0.0718842383693792,0.0,0.0,0.0,0.0,0.0,0.0,0.04481095378870384,0.0,0.27157149222781296,0.5,0.5,0.8684381255758293,0.5350024044509105
tv060,302.67,83,0.01678395612383123,0.0,0.08619949119503076,0.022037202233455677,0.014999834803581477,0.03858988337132852,0.0,0.012026299269831878,0.0,0.09865530115307095,0.9996320343701716,0.9999568740495751,0.005748056719313311,0.9981947518486949,0.7508829292469388
tv061,34.739999999999995,15,0.0,0.0,0.17271157167530227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6076040908673526,0.004088839685969286,0.5,0.5,0.40292323263833046
tv062,11.34,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24089660691648035,0.5,0.5,0.5,0.4352241517291201
tv063,31.32,15,0.06194125159642405,0.0,0.09770114942528743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999974315610957,0.004088839685969286,0.5,0.5,0.5010215678117662
tv064,112.56,21,0.0,0.0,0.11753731343283581,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.3387673778533657,0.004088839685969286,0.9019095771191421,0.00888593683645558,0.3134129328737332
tv065,114.08,31,0.04049789621318373,0.0,0.10255960729312759,0.0,0.0,0.0,0.0,0.0,0.0,0.012272089761570815,0.9996320343701716,0.004088839685969286,0.001365285197515286,0.060651371122324965,0.2664343825939952
tv066,244.24,72,0.0545365214543072,0.009580740255486405,0.11030134294136913,0.005404520144120536,0.0,0.0,0.0,0.0,0.0,0.0,0.9999983837688339,0.21781459257129543,0.00020630899827846105,0.004521877866023084,0.3056352908011077
tv067,61.889999999999986,17,0.0,0.0,0.18371303926320898,0.010664081434803688,0.0,0.0,0.0,0.0,0.0,0.11520439489416708,0.3387673778533657,0.21781459257129543,0.5,0.9822077777448291,0.5096974370423726
tv068,423.45,116,0.05932223402999171,0.02075805880269215,0.11944739638682235,0.00465226118786161,0.00465226118786161,0.007982052190341251,0.023237690400283378,0.01520840713189278,0.0,0.03462038021017839,0.9999986467015365,0.9813753752651537,0.9749257880503758,0.9607212199470636,0.9792552574910324
tv069,49.16,9,0.0,0.18714401952807153,0.25467860048820173,0.0,0.272579332790887,0.0,0.272579332790887,0.0,0.11838893409275836,0.0,0.6452806238500515,0.9943186938471683,0.9996931558402029,0.8684381255758293,0.876932649778313
